,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,Color,AgeOutcomeDays
24494,A695070,2015-01-12,Return_to_owner,Cat,Neutered Male,Blueish,365
24495,A674472,2014-03-17,Euthanasia,Cat,Unknown,Whitish,1095
24496,A677679,2014-05-26,Adoption,Dog,Neutered Male,Blackish,60
24497,A712937,2015-10-04,Adoption,Dog,Spayed Female,Whitish,300
24498,A697721,2015-03-08,Adoption,Cat,Neutered Male,Blueish,1095
24499,A670135,2014-01-17,Transfer,Cat,Neutered Male,Brownish,365
24500,A591058,2013-11-17,Adoption,Cat,Neutered Male,Blackish,2555
24501,A716572,2015-11-22,Transfer,Dog,Intact Male,Other,180
24502,A683065,2014-07-08,Return_to_owner,Dog,Neutered Male,Other,1095
24503,A715358,2015-12-06,Adoption,Cat,Spayed Female,Brownish,90
24504,A687985,2015-04-11,Return_to_owner,Dog,Neutered Male,Whitish,1095
24505,A708308,2015-08-06,Transfer,Cat,Intact Male,Blackish,60
24506,A706158,2015-07-01,Adoption,Cat,Intact Female,Brownish,60
24507,A685490,2014-08-08,Euthanasia,Dog,Intact Male,Whitish,4015
24508,A702511,2015-05-26,Adoption,Dog,Spayed Female,Blackish,365
24509,A672698,2014-02-19,Transfer,Dog,Neutered Male,Other,2190
24510,A684927,2014-10-19,Adoption,Cat,Spayed Female,Blackish,2555
24511,A668344,2013-12-07,Adoption,Cat,Neutered Male,Brownish,60
24512,A709199,2015-08-08,Adoption,Dog,Neutered Male,Whitish,30
24513,A707755,2015-07-21,Adoption,Cat,Neutered Male,Other,60
24514,A682663,2014-07-18,Adoption,Dog,Neutered Male,Blackish,1095
24515,A704245,2015-06-07,Adoption,Dog,Spayed Female,Brownish,60
24516,A676533,2014-04-11,Return_to_owner,Dog,Spayed Female,Blackish,4745
24517,A664708,2013-10-12,Adoption,Cat,Spayed Female,Brownish,90
24518,A678737,2014-05-13,Transfer,Dog,Intact Male,Whitish,7
24519,A672631,2014-02-26,Transfer,Cat,Spayed Female,Other,1095
24520,A679209,2014-10-23,Adoption,Cat,Neutered Male,Orangeish,150
24521,A673115,2014-06-05,Transfer,Dog,Spayed Female,Blackish,1095
24522,A690655,2015-02-17,Adoption,Dog,Neutered Male,Other,730
24523,A713445,2015-10-08,Return_to_owner,Dog,Intact Female,Brownish,2920
24524,A701693,2015-05-03,Euthanasia,Cat,Intact Male,Brownish,730
24525,A718935,2016-01-13,Adoption,Cat,Neutered Male,Blueish,90
24526,A698621,2015-05-03,Adoption,Dog,Neutered Male,Blackish,3285
24527,A666516,2013-11-08,Transfer,Dog,Intact Male,Brownish,730
24528,A665687,2013-11-30,Adoption,Dog,Neutered Male,Other,365
24529,A702965,2015-05-22,Transfer,Cat,Intact Female,Brownish,365
24530,A703988,2015-06-07,Transfer,Cat,Intact Female,Blackish,30
24531,A700929,2015-04-21,Transfer,Cat,Unknown,Whitish,14
24532,A702605,2015-05-18,Return_to_owner,Dog,Neutered Male,Blackish,1460
24533,A690222,2014-10-25,Adoption,Dog,Neutered Male,Other,365
24534,A717420,2015-12-19,Transfer,Dog,Neutered Male,Other,300
24535,A684794,2014-07-28,Transfer,Cat,Intact Male,Other,14
24536,A669231,2013-12-21,Adoption,Cat,Spayed Female,Brownish,730
24537,A672343,2014-02-13,Adoption,Dog,Spayed Female,Whitish,1825
24538,A628569,2014-09-17,Transfer,Cat,Neutered Male,Orangeish,730
24539,A707807,2015-07-22,Adoption,Cat,Neutered Male,Blueish,90
24540,A699498,2015-03-30,Adoption,Dog,Spayed Female,Brownish,1460
24541,A675043,2014-04-01,Return_to_owner,Dog,Neutered Male,Blackish,1095
24542,A667323,2013-11-22,Transfer,Cat,Intact Female,Blackish,30
24543,A662740,2013-10-05,Transfer,Cat,Intact Female,Whitish,30
24544,A705552,2015-07-01,Transfer,Dog,Neutered Male,Brownish,730
24545,A676711,2014-04-20,Transfer,Dog,Spayed Female,Brownish,1460
24546,A702747,2015-05-17,Transfer,Cat,Unknown,Orangeish,14
24547,A677480,2014-04-27,Transfer,Cat,Intact Male,Blackish,28
24548,A699047,2015-03-21,Euthanasia,Dog,Unknown,Blackish,60
24549,A703073,2015-05-21,Transfer,Cat,Intact Female,Other,21
24550,A702150,2015-05-30,Adoption,Cat,Intact Male,Blueish,60
24551,A718982,2016-01-14,Adoption,Dog,Neutered Male,Brownish,90
24552,A704360,2015-06-27,Adoption,Cat,Spayed Female,Other,60
24553,A699936,2015-07-28,Adoption,Cat,Neutered Male,Blueish,1825
24554,A687630,2014-09-14,Adoption,Dog,Spayed Female,Brownish,365
24555,A718350,2015-12-29,Return_to_owner,Dog,Neutered Male,Blackish,1095
24556,A710871,2015-08-29,Transfer,Cat,Intact Female,Blueish,28
24557,A684502,2014-08-02,Adoption,Dog,Neutered Male,Brownish,300
24558,A705453,2015-06-21,Adoption,Dog,Spayed Female,Brownish,60
24559,A689636,2014-10-12,Adoption,Dog,Neutered Male,Whitish,365
24560,A711120,2015-09-21,Transfer,Cat,Unknown,Orangeish,21
24561,A668350,2013-12-04,Transfer,Dog,Intact Female,Blackish,30
24562,A697146,2015-02-19,Transfer,Cat,Unknown,Blackish,240
24563,A709427,2015-08-13,Return_to_owner,Dog,Spayed Female,Brownish,730
24564,A716209,2015-11-16,Return_to_owner,Dog,Spayed Female,Brownish,365
24565,A713552,2015-10-27,Transfer,Dog,Intact Male,Blueish,300
24566,A690427,2014-10-21,Return_to_owner,Dog,Spayed Female,Other,1095
24567,A672867,2014-03-09,Adoption,Cat,Neutered Male,Orangeish,365
24568,A696259,2015-04-05,Adoption,Dog,Neutered Male,Blueish,730
24569,A674461,2014-03-13,Transfer,Dog,Intact Male,Other,5
24570,A651127,2014-10-22,Return_to_owner,Dog,Neutered Male,Brownish,730
24571,A681672,2014-06-19,Return_to_owner,Dog,Intact Male,Blueish,1095
24572,A704916,2015-06-11,Transfer,Cat,Intact Female,Brownish,730
24573,A666548,2013-11-10,Adoption,Dog,Neutered Male,Other,180
24574,A681036,2014-06-11,Transfer,Cat,Intact Male,Brownish,2
24575,A712502,2015-09-25,Transfer,Cat,Intact Female,Other,180
24576,A693968,2014-12-27,Return_to_owner,Dog,Intact Female,Blueish,14
24577,A676567,2014-04-12,Return_to_owner,Dog,Neutered Male,Other,365
24578,A666247,2013-11-05,Return_to_owner,Dog,Neutered Male,Brownish,1095
24579,A594900,2015-10-10,Return_to_owner,Dog,Spayed Female,Blackish,1460
24580,A719899,2016-02-04,Adoption,Dog,Neutered Male,Brownish,1825
24581,A669769,2014-01-01,Transfer,Dog,Neutered Male,Whitish,730
24582,A695778,2015-08-12,Adoption,Dog,Neutered Male,Blackish,1095
24583,A666679,2013-11-08,Transfer,Cat,Intact Male,Other,730
24584,A666739,2013-11-08,Transfer,Cat,Intact Male,Blueish,730
24585,A665585,2013-10-25,Transfer,Cat,Intact Male,Whitish,60
24586,A698659,2015-06-13,Adoption,Dog,Neutered Male,Brownish,730
24587,A711212,2015-09-07,Adoption,Dog,Spayed Female,Blackish,60
24588,A703432,2015-05-28,Adoption,Dog,Neutered Male,Whitish,60
24589,A691873,2014-12-23,Adoption,Cat,Neutered Male,Brownish,60
24590,A688811,2014-09-25,Transfer,Cat,Intact Female,Brownish,365
24591,A707049,2015-09-20,Adoption,Cat,Neutered Male,Blackish,90
24592,A672991,2014-02-18,Transfer,Cat,Intact Male,Brownish,21
24593,A674789,2014-03-22,Adoption,Dog,Intact Male,Brownish,5840
24594,A619991,2013-12-09,Return_to_owner,Dog,Neutered Male,Brownish,2920
24595,A693368,2014-12-07,Return_to_owner,Dog,Spayed Female,Other,2555
24596,A682396,2014-06-27,Transfer,Cat,Intact Male,Other,21
24597,A688453,2014-11-14,Adoption,Cat,Neutered Male,Orangeish,30
24598,A717680,2015-12-16,Transfer,Cat,Neutered Male,Blueish,90
24599,A669535,2014-03-02,Euthanasia,Dog,Neutered Male,Blackish,1825
24600,A716502,2015-11-25,Transfer,Dog,Intact Male,Whitish,240
24601,A682831,2014-08-19,Transfer,Cat,Intact Female,Blackish,60
24602,A712342,2015-09-22,Euthanasia,Dog,Spayed Female,Brownish,5110
24603,A687531,2014-12-06,Adoption,Dog,Neutered Male,Blackish,3650
24604,A693984,2014-12-22,Transfer,Dog,Neutered Male,Brownish,300
24605,A558754,2015-07-17,Return_to_owner,Dog,Neutered Male,Other,2920
24606,A706809,2015-07-27,Euthanasia,Cat,Intact Female,Brownish,30
24607,A688262,2014-11-15,Adoption,Dog,Neutered Male,Other,30
24608,A689539,2014-10-09,Adoption,Dog,Spayed Female,Brownish,60
24609,A671279,2014-02-04,Transfer,Dog,Neutered Male,Whitish,60
24610,A683329,2014-07-15,Adoption,Cat,Spayed Female,Blueish,60
24611,A685930,2014-08-15,Return_to_owner,Cat,Spayed Female,Brownish,1825
24612,A676534,2014-04-13,Transfer,Cat,Unknown,Whitish,365
24613,A718174,2016-01-22,Transfer,Cat,Spayed Female,Blueish,300
24614,A667881,2013-11-30,Adoption,Dog,Neutered Male,Blackish,330
24615,A688985,2014-10-12,Adoption,Dog,Neutered Male,Brownish,300
24616,A707183,2015-08-23,Adoption,Cat,Neutered Male,Blackish,365
24617,A686795,2014-08-27,Transfer,Cat,Intact Female,Blueish,365
24618,A670677,2014-01-14,Return_to_owner,Dog,Neutered Male,Whitish,3650
24619,A697727,2015-03-03,Adoption,Cat,Spayed Female,Other,60
24620,A692512,2014-11-30,Adoption,Dog,Neutered Male,Blueish,365
24621,A680178,2014-05-30,Transfer,Dog,Intact Male,Brownish,30
24622,A687553,2014-09-10,Adoption,Dog,Spayed Female,Whitish,1095
24623,A711213,2015-09-11,Adoption,Dog,Spayed Female,Brownish,365
24624,A700819,2015-04-22,Transfer,Dog,Spayed Female,Whitish,4745
24625,A678591,2014-06-07,Adoption,Dog,Spayed Female,Other,90
24626,A680007,2014-06-02,Transfer,Cat,Intact Male,Blueish,30
24627,A605129,2016-01-29,Transfer,Dog,Neutered Male,Blackish,2555
24628,A713273,2015-10-13,Transfer,Cat,Spayed Female,Blackish,90
24629,A683944,2014-07-19,Transfer,Cat,Intact Female,Brownish,270
24630,A703312,2015-07-14,Adoption,Cat,Neutered Male,Brownish,60
24631,A607727,2014-05-22,Return_to_owner,Dog,Spayed Female,Whitish,2190
24632,A671428,2014-11-12,Return_to_owner,Dog,Neutered Male,Brownish,730
24633,A676338,2014-06-05,Adoption,Cat,Spayed Female,Blueish,60
24634,A669455,2014-01-04,Adoption,Dog,Spayed Female,Other,730
24635,A716801,2016-01-06,Adoption,Cat,Neutered Male,Other,60
24636,A718682,2016-01-24,Adoption,Cat,Neutered Male,Blueish,90
24637,A679617,2014-06-11,Transfer,Dog,Spayed Female,Whitish,730
24638,A511822,2016-02-21,Adoption,Cat,Spayed Female,Other,2555
24639,A686456,2014-08-23,Transfer,Cat,Intact Female,Other,365
24640,A656968,2013-11-11,Euthanasia,Dog,Spayed Female,Blueish,1095
24641,A690132,2014-10-19,Adoption,Dog,Neutered Male,Blackish,150
24642,A328422,2014-03-17,Return_to_owner,Dog,Neutered Male,Whitish,3650
24643,A716944,2015-12-07,Transfer,Dog,Spayed Female,Blackish,365
24644,A600779,2015-03-07,Adoption,Dog,Neutered Male,Whitish,2190
24645,A691980,2015-01-09,Adoption,Dog,Spayed Female,Whitish,730
24646,A684323,2014-07-29,Transfer,Cat,Spayed Female,Brownish,365
24647,A691311,2014-11-02,Transfer,Cat,Intact Female,Other,21
24648,A715554,2015-11-27,Adoption,Cat,Spayed Female,Blueish,120
24649,A700362,2015-05-15,Adoption,Cat,Neutered Male,Orangeish,60
24650,A687254,2014-09-03,Transfer,Dog,Neutered Male,Other,365
24651,A707621,2015-07-15,Transfer,Cat,Intact Female,Brownish,21
24652,A718750,2016-01-10,Adoption,Dog,Spayed Female,Blackish,60
24653,A686903,2014-09-04,Transfer,Cat,Neutered Male,Blackish,730
24654,A674376,2014-03-13,Return_to_owner,Dog,Neutered Male,Whitish,365
24655,A700693,2015-05-24,Adoption,Cat,Spayed Female,Blueish,60
24656,A700586,2015-04-16,Transfer,Cat,Unknown,Blackish,1
24657,A682586,2014-06-30,Return_to_owner,Dog,Spayed Female,Blackish,730
24658,A690215,2014-10-27,Transfer,Cat,Neutered Male,Blueish,730
24659,A709274,2015-08-11,Return_to_owner,Dog,Spayed Female,Other,365
24660,A706871,2015-07-04,Transfer,Cat,Intact Female,Other,28
24661,A670692,2014-01-21,Transfer,Dog,Neutered Male,Whitish,365
24662,A674708,2015-04-22,Euthanasia,Dog,Neutered Male,Whitish,730
24663,A679896,2014-06-07,Euthanasia,Cat,Intact Female,Brownish,30
24664,A712235,2015-09-25,Return_to_owner,Dog,Spayed Female,Whitish,1460
24665,A688401,2014-10-06,Transfer,Dog,Neutered Male,Brownish,1095
24666,A677775,2014-04-29,Transfer,Cat,Intact Male,Orangeish,6
24667,A665223,2013-10-16,Transfer,Dog,Intact Male,Other,365
24668,A677088,2014-06-07,Euthanasia,Cat,Intact Female,Brownish,30
24669,A671334,2014-01-29,Transfer,Cat,Neutered Male,Brownish,730
24670,A674275,2014-03-20,Adoption,Dog,Spayed Female,Blackish,365
24671,A680986,2014-07-05,Adoption,Cat,Spayed Female,Blackish,60
24672,A701950,2015-05-06,Return_to_owner,Dog,Spayed Female,Blackish,1460
24673,A682136,2014-07-06,Return_to_owner,Dog,Neutered Male,Brownish,1095
24674,A676619,2014-04-12,Transfer,Cat,Intact Female,Other,21
24675,A717918,2015-12-28,Return_to_owner,Dog,Spayed Female,Blackish,1095
24676,A693367,2015-04-13,Adoption,Dog,Neutered Male,Other,730
24677,A677047,2014-04-22,Transfer,Dog,Intact Male,Whitish,1095
24678,A719599,2016-01-28,Adoption,Dog,Neutered Male,Whitish,365
24679,A714304,2015-10-29,Transfer,Cat,Intact Female,Blackish,60
24680,A692371,2014-11-25,Transfer,Cat,Spayed Female,Other,730
24681,A684488,2014-09-24,Return_to_owner,Dog,Neutered Male,Blackish,730
24682,A687734,2014-09-09,Transfer,Cat,Intact Male,Brownish,21
24683,A715010,2015-12-30,Transfer,Dog,Spayed Female,Other,730
24684,A679345,2014-05-24,Adoption,Dog,Spayed Female,Brownish,365
24685,A694818,2015-04-12,Return_to_owner,Dog,Spayed Female,Brownish,2190
24686,A690158,2014-10-20,Transfer,Cat,Intact Male,Blueish,365
24687,A704262,2015-06-07,Adoption,Dog,Spayed Female,Blueish,60
24688,A714195,2015-10-20,Adoption,Dog,Spayed Female,Brownish,365
24689,A666970,2013-11-29,Adoption,Dog,Neutered Male,Blackish,2555
24690,A700243,2015-04-30,Adoption,Cat,Neutered Male,Orangeish,60
24691,A664760,2013-10-15,Adoption,Cat,Neutered Male,Brownish,365
24692,A679216,2014-05-18,Return_to_owner,Dog,Neutered Male,Other,2190
24693,A718895,2016-01-10,Return_to_owner,Cat,Neutered Male,Blueish,4380
24694,A662377,2013-10-29,Adoption,Cat,Neutered Male,Blackish,120
24695,A678396,2014-07-30,Adoption,Cat,Neutered Male,Blueish,120
24696,A677043,2014-04-24,Transfer,Dog,Intact Female,Other,210
24697,A676464,2014-05-02,Adoption,Dog,Neutered Male,Brownish,2555
24698,A667526,2013-12-14,Adoption,Cat,Spayed Female,Blackish,180
24699,A664176,2013-10-06,Transfer,Dog,Intact Female,Blackish,150
24700,A677408,2014-05-25,Adoption,Cat,Spayed Female,Brownish,60
24701,A684652,2014-07-28,Transfer,Cat,Intact Male,Orangeish,30
24702,A664258,2013-10-01,Return_to_owner,Dog,Neutered Male,Other,2555
24703,A715797,2015-11-11,Transfer,Cat,Intact Male,Brownish,28
24704,A696806,2015-02-17,Adoption,Dog,Neutered Male,Brownish,240
24705,A710238,2015-08-20,Transfer,Cat,Unknown,Brownish,21
24706,A688253,2014-09-21,Adoption,Dog,Spayed Female,Blackish,365
24707,A709467,2015-10-17,Return_to_owner,Dog,Neutered Male,Other,2190
24708,A678731,2014-05-19,Return_to_owner,Dog,Neutered Male,Blackish,365
24709,A692275,2014-11-20,Return_to_owner,Dog,Neutered Male,Whitish,730
24710,A710116,2015-08-18,Transfer,Cat,Intact Male,Blackish,21
24711,A693709,2014-12-29,Adoption,Dog,Spayed Female,Brownish,300
24712,A704303,2015-06-09,Euthanasia,Dog,Intact Female,Other,365
24713,A675643,2014-03-31,Return_to_owner,Dog,Spayed Female,Blackish,730
24714,A687919,2014-09-19,Euthanasia,Cat,Intact Female,Blackish,30
24715,A716850,2015-12-04,Transfer,Cat,Intact Male,Orangeish,120
24716,A665656,2013-10-23,Transfer,Cat,Intact Male,Brownish,60
24717,A687963,2014-09-29,Adoption,Dog,Spayed Female,Blackish,60
24718,A696382,2015-08-01,Adoption,Dog,Spayed Female,Blackish,730
24719,A711459,2015-09-20,Adoption,Dog,Neutered Male,Brownish,730
24720,A672295,2014-02-08,Transfer,Cat,Intact Male,Brownish,2190
24721,A695347,2015-01-22,Return_to_owner,Dog,Neutered Male,Brownish,730
24722,A669948,2014-01-03,Adoption,Cat,Spayed Female,Other,1460
24723,A710978,2015-08-31,Transfer,Cat,Unknown,Blueish,1
24724,A714768,2015-11-01,Transfer,Cat,Intact Female,Blackish,30
24725,A664296,2013-10-12,Transfer,Cat,Intact Male,Brownish,30
24726,A703416,2015-05-26,Return_to_owner,Dog,Neutered Male,Blackish,365
24727,A686416,2014-08-30,Adoption,Dog,Spayed Female,Blackish,60
24728,A694415,2015-01-06,Return_to_owner,Cat,Neutered Male,Orangeish,2920
24729,A675805,2014-04-05,Adoption,Dog,Spayed Female,Other,365
24730,A666170,2013-11-03,Adoption,Dog,Spayed Female,Blackish,120
24731,A669394,2014-01-30,Adoption,Cat,Neutered Male,Brownish,1825
24732,A648948,2014-07-04,Return_to_owner,Dog,Spayed Female,Whitish,1825
24733,A683385,2014-07-16,Adoption,Cat,Spayed Female,Blackish,60
24734,A719068,2016-01-31,Transfer,Dog,Neutered Male,Brownish,365
24735,A684455,2014-07-24,Return_to_owner,Dog,Intact Male,Other,1460
24736,A701254,2015-04-26,Transfer,Cat,Intact Female,Other,14
24737,A708431,2015-09-21,Transfer,Cat,Intact Female,Blackish,30
24738,A689910,2014-10-21,Transfer,Dog,Spayed Female,Brownish,365
24739,A478206,2015-08-24,Return_to_owner,Dog,Neutered Male,Blackish,2920
24740,A713387,2016-01-16,Return_to_owner,Dog,Neutered Male,Whitish,365
24741,A713762,2015-10-19,Adoption,Dog,Neutered Male,Blackish,240
24742,A693479,2014-12-13,Adoption,Dog,Spayed Female,Blackish,1460
24743,A665426,2013-11-16,Adoption,Cat,Neutered Male,Blackish,60
24744,A665147,2013-10-14,Transfer,Dog,Intact Female,Brownish,365
24745,A697282,2015-04-14,Adoption,Dog,Neutered Male,Blackish,1825
24746,A694853,2015-01-05,Died,Dog,Intact Female,Brownish,90
24747,A712528,2015-10-06,Died,Cat,Intact Female,Blackish,30
24748,A663452,2013-10-28,Adoption,Cat,Neutered Male,Whitish,60
24749,A648685,2015-09-20,Return_to_owner,Dog,Neutered Male,Brownish,1460
24750,A713521,2015-10-12,Transfer,Dog,Intact Male,Brownish,240
24751,A706332,2015-08-30,Adoption,Cat,Neutered Male,Brownish,60
24752,A607107,2013-11-16,Return_to_owner,Dog,Neutered Male,Other,1095
24753,A685020,2014-08-09,Transfer,Cat,Intact Male,Blackish,90
24754,A670785,2014-10-20,Adoption,Dog,Spayed Female,Other,365
24755,A687203,2014-09-03,Transfer,Cat,Intact Female,Other,180
24756,A666515,2013-11-03,Return_to_owner,Dog,Neutered Male,Whitish,2190
24757,A700076,2015-04-12,Transfer,Dog,Neutered Male,Whitish,365
24758,A674479,2014-03-18,Transfer,Dog,Spayed Female,Whitish,730
24759,A684777,2014-08-02,Adoption,Cat,Neutered Male,Other,730
24760,A695604,2015-01-22,Return_to_owner,Dog,Neutered Male,Brownish,150
24761,A715698,2015-11-29,Adoption,Dog,Neutered Male,Brownish,2555
24762,A719531,2016-01-26,Euthanasia,Cat,Neutered Male,Blueish,5475
24763,A707265,2015-07-10,Return_to_owner,Dog,Spayed Female,Other,730
24764,A714259,2015-10-20,Transfer,Cat,Unknown,Brownish,7
24765,A675053,2014-03-26,Adoption,Dog,Neutered Male,Brownish,120
24766,A699882,2015-04-10,Adoption,Dog,Spayed Female,Brownish,730
24767,A701784,2015-05-08,Adoption,Dog,Spayed Female,Brownish,90
24768,A669487,2013-12-22,Return_to_owner,Dog,Spayed Female,Brownish,1095
24769,A710613,2015-08-26,Transfer,Cat,Intact Female,Brownish,120
24770,A711403,2015-09-10,Adoption,Dog,Spayed Female,Brownish,60
24771,A700015,2015-04-08,Return_to_owner,Dog,Spayed Female,Blackish,365
24772,A668375,2013-12-05,Transfer,Cat,Unknown,Whitish,150
24773,A683516,2014-07-19,Transfer,Cat,Intact Male,Orangeish,30
24774,A694570,2015-02-05,Adoption,Cat,Neutered Male,Brownish,730
24775,A715307,2015-11-09,Adoption,Dog,Neutered Male,Brownish,2555
24776,A681864,2014-06-26,Transfer,Dog,Neutered Male,Brownish,90
24777,A715141,2015-12-10,Return_to_owner,Dog,Neutered Male,Other,180
24778,A717006,2015-12-06,Transfer,Dog,Neutered Male,Brownish,60
24779,A677752,2014-04-29,Return_to_owner,Dog,Intact Male,Blackish,730
24780,A707325,2015-07-16,Transfer,Cat,Intact Female,Other,60
24781,A717285,2015-12-05,Return_to_owner,Dog,Intact Male,Blackish,1095
24782,A675480,2014-03-28,Euthanasia,Cat,Intact Male,Blackish,3650
24783,A667836,2013-11-23,Euthanasia,Cat,Neutered Male,Other,3285
24784,A697916,2015-03-07,Transfer,Dog,Intact Female,Other,150
24785,A704063,2015-06-04,Return_to_owner,Dog,Neutered Male,Other,730
24786,A709078,2015-08-21,Transfer,Cat,Intact Female,Blueish,21
24787,A712216,2015-09-20,Transfer,Cat,Unknown,Orangeish,730
24788,A686021,2014-08-20,Euthanasia,Dog,Intact Male,Blueish,180
24789,A649365,2014-05-04,Adoption,Dog,Neutered Male,Blackish,730
24790,A680076,2014-07-06,Adoption,Dog,Neutered Male,Blackish,365
24791,A691932,2014-11-20,Transfer,Cat,Neutered Male,Orangeish,60
24792,A689533,2014-10-16,Transfer,Dog,Neutered Male,Blackish,365
24793,A701582,2015-05-01,Transfer,Cat,Intact Male,Brownish,21
24794,A682162,2014-07-13,Adoption,Cat,Spayed Female,Other,90
24795,A665641,2013-10-27,Transfer,Cat,Intact Female,Other,60
24796,A678907,2014-07-11,Adoption,Dog,Neutered Male,Other,30
24797,A346884,2015-08-11,Euthanasia,Dog,Spayed Female,Other,4015
24798,A676669,2014-05-07,Transfer,Cat,Spayed Female,Whitish,365
24799,A713158,2015-10-03,Euthanasia,Dog,Intact Female,Whitish,5110
24800,A683448,2014-07-11,Transfer,Cat,Intact Male,Orangeish,28
24801,A708985,2015-08-09,Transfer,Cat,Intact Female,Brownish,28
24802,A677551,2014-04-26,Transfer,Cat,Intact Male,Brownish,21
24803,A707285,2015-07-31,Adoption,Cat,Spayed Female,Other,60
24804,A691743,2014-11-12,Transfer,Dog,Intact Female,Brownish,730
24805,A673629,2014-03-12,Adoption,Dog,Spayed Female,Brownish,3650
24806,A711670,2016-01-02,Adoption,Cat,Spayed Female,Blackish,365
24807,A704478,2015-06-08,Transfer,Cat,Intact Female,Other,365
24808,A684816,2014-09-03,Transfer,Dog,Neutered Male,Brownish,330
24809,A687394,2014-09-08,Adoption,Dog,Neutered Male,Blackish,150
24810,A650850,2015-10-16,Transfer,Dog,Intact Female,Other,730
24811,A711889,2015-09-13,Transfer,Cat,Unknown,Blueish,21
24812,A526144,2015-07-02,Return_to_owner,Dog,Neutered Male,Other,2920
24813,A700551,2015-04-30,Adoption,Dog,Spayed Female,Blueish,90
24814,A716464,2016-01-06,Adoption,Cat,Spayed Female,Brownish,60
24815,A638766,2015-10-29,Transfer,Cat,Neutered Male,Brownish,1095
24816,A682200,2014-06-27,Transfer,Cat,Intact Male,Blackish,60
24817,A683057,2014-07-10,Adoption,Dog,Spayed Female,Blackish,3285
24818,A676960,2014-07-08,Return_to_owner,Dog,Neutered Male,Other,365
24819,A670728,2014-01-16,Transfer,Dog,Intact Female,Other,28
24820,A710512,2015-12-29,Adoption,Dog,Neutered Male,Other,2555
24821,A664608,2013-10-28,Euthanasia,Dog,Intact Male,Whitish,1095
24822,A670509,2014-04-11,Adoption,Dog,Neutered Male,Brownish,365
24823,A700100,2015-04-08,Return_to_owner,Dog,Neutered Male,Other,2920
24824,A714775,2015-11-01,Transfer,Dog,Spayed Female,Blackish,730
24825,A687663,2014-09-08,Transfer,Cat,Intact Male,Orangeish,14
24826,A701780,2015-06-08,Adoption,Cat,Intact Female,Brownish,30
24827,A681346,2014-06-29,Adoption,Cat,Neutered Male,Brownish,90
24828,A682949,2014-07-16,Died,Cat,Intact Female,Blackish,30
24829,A674203,2014-03-14,Transfer,Cat,Spayed Female,Other,730
24830,A668229,2014-01-07,Adoption,Dog,Spayed Female,Whitish,60
24831,A703082,2015-05-20,Transfer,Cat,Intact Male,Blueish,21
24832,A703375,2015-05-27,Transfer,Dog,Intact Female,Blueish,1825
24833,A711072,2015-09-25,Adoption,Cat,Neutered Male,Whitish,90
24834,A689305,2014-10-09,Adoption,Cat,Neutered Male,Other,60
24835,A678233,2014-05-22,Transfer,Dog,Intact Male,Other,365
24836,A677734,2014-05-02,Transfer,Cat,Neutered Male,Other,1095
24837,A674070,2014-03-17,Adoption,Dog,Neutered Male,Other,2190
24838,A674507,2014-03-28,Transfer,Dog,Neutered Male,Brownish,730
24839,A673546,2014-03-08,Transfer,Dog,Neutered Male,Blackish,1095
24840,A692560,2014-11-29,Adoption,Dog,Spayed Female,Brownish,300
24841,A698334,2015-03-14,Adoption,Dog,Neutered Male,Whitish,1825
24842,A698560,2015-05-09,Adoption,Dog,Spayed Female,Other,30
24843,A703320,2015-06-09,Adoption,Dog,Neutered Male,Whitish,90
24844,A527170,2015-01-27,Euthanasia,Dog,Spayed Female,Blackish,2190
24845,A672803,2014-02-21,Transfer,Dog,Intact Male,Brownish,30
24846,A688455,2014-10-17,Adoption,Cat,Intact Male,Blackish,30
24847,A702419,2015-06-24,Adoption,Cat,Neutered Male,Orangeish,60
24848,A637110,2014-04-13,Adoption,Cat,Spayed Female,Other,1460
24849,A597837,2014-08-23,Adoption,Dog,Neutered Male,Blackish,1095
24850,A691254,2015-06-01,Adoption,Cat,Spayed Female,Orangeish,3650
24851,A650214,2015-04-10,Adoption,Dog,Spayed Female,Brownish,730
24852,A670057,2014-01-05,Return_to_owner,Dog,Neutered Male,Other,730
24853,A697729,2015-03-06,Adoption,Cat,Spayed Female,Blueish,60
24854,A685243,2014-08-10,Adoption,Cat,Neutered Male,Blackish,120
24855,A704992,2015-06-24,Transfer,Cat,Spayed Female,Whitish,240
24856,A529630,2015-08-15,Adoption,Cat,Spayed Female,Other,3285
24857,A668317,2014-02-11,Transfer,Cat,Neutered Male,Blackish,150
24858,A668784,2013-12-13,Transfer,Dog,Intact Male,Blackish,210
24859,A693498,2015-02-10,Adoption,Cat,Spayed Female,Blackish,730
24860,A708328,2015-08-01,Transfer,Dog,Neutered Male,Whitish,3650
24861,A672390,2014-02-10,Transfer,Cat,Unknown,Blackish,730
24862,A693419,2014-12-26,Transfer,Cat,Spayed Female,Other,730
24863,A679579,2014-07-12,Adoption,Cat,Spayed Female,Brownish,60
24864,A710922,2015-08-30,Return_to_owner,Dog,Spayed Female,Brownish,1095
24865,A711972,2015-09-16,Transfer,Dog,Intact Male,Brownish,60
24866,A708539,2015-07-30,Transfer,Cat,Intact Female,Whitish,365
24867,A675663,2014-04-05,Transfer,Dog,Intact Female,Blueish,150
24868,A684915,2014-08-06,Adoption,Dog,Neutered Male,Whitish,1095
