,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
23908,A678732,2014-05-13,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
23909,A689268,2014-10-01,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
23910,A711634,2015-09-10,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
23911,A693408,2014-12-14,Adoption,Dog,Neutered Male,2 years,Golden Retriever/Labrador Retriever,Buff
23912,A665894,2013-10-27,Transfer,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Cream Tabby
23913,A662115,2013-10-15,Transfer,Dog,Spayed Female,8 years,Pit Bull Mix,Black/White
23914,A677946,2014-08-23,Adoption,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,Black/White
23915,A694824,2015-01-09,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie
23916,A555446,2014-07-15,Adoption,Dog,Neutered Male,5 years,Rat Terrier Mix,Brown/White
23917,A690804,2014-10-27,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
23918,A689730,2014-10-14,Adoption,Dog,Spayed Female,6 years,Rat Terrier Mix,Tricolor
23919,A671537,2014-02-02,Transfer,Dog,Intact Male,1 year,Anatol Shepherd/Labrador Retriever,White/Tan
23920,A669724,2014-03-20,Transfer,Dog,Neutered Male,10 years,Pekingese Mix,White/Tan
23921,A717182,2015-12-14,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black
23922,A709194,2015-08-06,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,White
23923,A706748,2015-07-14,Transfer,Dog,Intact Female,2 years,Standard Schnauzer Mix,Black
23924,A720469,2016-02-10,Return_to_owner,Dog,Neutered Male,4 years,Boston Terrier Mix,Black/White
23925,A700443,2015-04-13,Transfer,Cat,Intact Female,2 days,Domestic Shorthair Mix,Black/White
23926,A712358,2015-09-22,Transfer,Cat,Intact Female,1 week,Domestic Shorthair Mix,Blue
23927,A680597,2014-06-04,Return_to_owner,Dog,Neutered Male,8 years,Rottweiler Mix,Black
23928,A669306,2015-01-21,Return_to_owner,Dog,Spayed Female,4 years,Affenpinscher Mix,Black
23929,A679483,2014-06-17,Transfer,Dog,Neutered Male,5 months,German Shepherd Mix,Tricolor
23930,A687025,2014-08-30,Euthanasia,Dog,Intact Male,10 years,German Shepherd Mix,Brown
23931,A702883,2015-05-19,Euthanasia,Cat,Neutered Male,18 years,Domestic Longhair Mix,White/Black
23932,A717073,2015-12-02,Return_to_owner,Dog,Intact Female,2 years,Alaskan Husky,Black/White
23933,A707131,2015-07-12,Transfer,Dog,Intact Female,11 months,Pit Bull Mix,Black
23934,A675311,2014-03-26,Transfer,Cat,Intact Female,2 days,Domestic Shorthair Mix,Blue/White
23935,A713854,2015-11-14,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
23936,A704403,2015-07-18,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
23937,A679386,2015-07-15,Transfer,Dog,Intact Female,4 years,Pit Bull Mix,Chocolate/White
23938,A677312,2014-05-05,Adoption,Dog,Neutered Male,3 years,Maltese/Chihuahua Shorthair,White/Buff
23939,A665684,2013-11-02,Adoption,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Brown/White
23940,A685491,2014-08-17,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
23941,A719249,2016-01-20,Adoption,Dog,Spayed Female,5 months,German Shepherd Mix,Black/Brown
23942,A686389,2014-09-04,Transfer,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Chocolate
23943,A689900,2014-10-12,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
23944,A667026,2013-11-16,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
23945,A661850,2013-10-09,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby
23946,A674730,2014-03-17,Return_to_owner,Dog,Neutered Male,6 years,Pit Bull Mix,Brown Brindle/White
23947,A667345,2013-12-01,Adoption,Cat,Spayed Female,3 months,Domestic Longhair Mix,Black/White
23948,A686092,2014-08-17,Transfer,Cat,Intact Male,5 months,Domestic Shorthair,Orange/White
23949,A690993,2014-11-03,Adoption,Dog,Neutered Male,2 months,Plott Hound Mix,Brown Brindle
23950,A628159,2014-10-04,Euthanasia,Dog,Neutered Male,4 years,Carolina Dog Mix,Tan
23951,A701577,2015-06-08,Adoption,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White
23952,A718136,2015-12-28,Return_to_owner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/White
23953,A693955,2014-12-18,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
23954,A681857,2014-06-26,Transfer,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan
23955,A665258,2013-12-04,Transfer,Cat,Spayed Female,1 year,Snowshoe Mix,Seal Point
23956,A684545,2014-07-25,Return_to_owner,Dog,Intact Female,11 years,Boxer Mix,White
23957,A689554,2014-10-20,Transfer,Dog,Spayed Female,10 months,Siberian Husky Mix,Black/White
23958,A665042,2013-10-12,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
23959,A704242,2015-06-03,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
23960,A698327,2015-07-06,Adoption,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White
23961,A695658,2015-01-21,Transfer,Cat,Intact Female,6 months,Domestic Shorthair Mix,Torbie
23962,A707375,2015-11-28,Adoption,Dog,Spayed Female,10 months,Pit Bull,Brown/White
23963,A675550,2014-03-30,Adoption,Dog,Spayed Female,3 years,Yorkshire Terrier Mix,Tan/Black
23964,A694310,2014-12-27,Transfer,Dog,Intact Female,2 days,Pit Bull Mix,Chocolate/White
23965,A666315,2013-11-03,Transfer,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,White/Tan
23966,A689779,2014-10-12,Return_to_owner,Dog,Spayed Female,5 years,Beagle Mix,Tricolor
23967,A673601,2014-03-01,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Cream Tabby/White
23968,A584566,2015-07-20,Return_to_owner,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Blue/White
23969,A711579,2015-09-22,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
23970,A712317,2015-09-23,Return_to_owner,Dog,Spayed Female,1 year,Miniature Poodle/Maltese,White
23971,A674752,2014-03-25,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black
23972,A708989,2015-08-04,Transfer,Cat,Unknown,3 years,Domestic Shorthair Mix,Orange Tabby
23973,A691871,2014-11-11,Euthanasia,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
23974,A679586,2014-07-13,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
23975,A700287,2015-06-06,Adoption,Dog,Neutered Male,10 months,Labrador Retriever,Black/White
23976,A679924,2014-07-01,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Calico
23977,A684923,2014-07-31,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
23978,A659400,2014-12-30,Return_to_owner,Dog,Neutered Male,4 years,German Shepherd/Alaskan Malamute,Brown/White
23979,A686562,2014-12-03,Adoption,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Black
23980,A691098,2014-10-30,Return_to_owner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
23981,A675342,2014-05-09,Transfer,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico/Blue Tabby
23982,A681035,2014-06-11,Transfer,Cat,Intact Male,2 days,Domestic Shorthair Mix,Black
23983,A700587,2015-04-16,Transfer,Cat,Unknown,1 day,Domestic Shorthair Mix,Black
23984,A716684,2016-01-30,Adoption,Cat,Neutered Male,2 months,Siamese Mix,Seal Point/White
23985,A691706,2014-12-13,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Brown Tabby
23986,A681113,2014-06-24,Return_to_owner,Dog,Neutered Male,7 months,Chihuahua Shorthair/Jack Russell Terrier,Tricolor
23987,A680048,2014-06-08,Transfer,Dog,Spayed Female,12 years,Boxer/Labrador Retriever,Brown Brindle
23988,A702264,2015-05-14,Return_to_owner,Dog,Spayed Female,1 year,Yorkshire Terrier/Chihuahua Shorthair,White/Black
23989,A676733,2014-04-18,Return_to_owner,Dog,Spayed Female,5 years,Australian Shepherd Mix,Black/White
23990,A711794,2015-09-19,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/White
23991,A549989,2013-10-12,Adoption,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White
23992,A693366,2015-01-02,Transfer,Dog,Spayed Female,5 years,Rat Terrier Mix,Black/White
23993,A676215,2014-04-11,Adoption,Dog,Neutered Male,2 months,German Shepherd Mix,Sable
23994,A677991,2014-07-12,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black Smoke
23995,A661391,2013-10-06,Adoption,Dog,Neutered Male,1 year,Bull Terrier Mix,White
23996,A713103,2015-12-09,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Blue Tabby
23997,A691022,2014-11-04,Adoption,Dog,Neutered Male,3 years,Beagle/Boxer,Brown/White
23998,A684820,2014-08-06,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
23999,A702932,2015-07-24,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
24000,A687320,2014-09-03,Transfer,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby
24001,A698288,2015-03-18,Return_to_owner,Dog,Spayed Female,2 years,Border Collie/Australian Cattle Dog,White/Brown
24002,A710014,2015-08-20,Return_to_owner,Dog,Neutered Male,4 years,Cane Corso,Brown Brindle
24003,A670009,2014-02-02,Euthanasia,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
24004,A700456,2015-04-14,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
24005,A697310,2015-02-23,Adoption,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,White/Brown
24006,A596753,2015-02-24,Return_to_owner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Black/White
24007,A669269,2013-12-31,Adoption,Dog,Intact Female,1 month,Labrador Retriever/Pit Bull,White/Black
24008,A677561,2014-04-26,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Orange Tabby
24009,A685488,2014-08-09,Transfer,Cat,Intact Female,8 months,Domestic Shorthair Mix,Blue
24010,A689532,2014-10-14,Return_to_owner,Dog,Neutered Male,10 years,Akita/German Shepherd,White/Black
24011,A713790,2015-12-16,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
24012,A654508,2013-11-16,Adoption,Cat,Spayed Female,3 years,Maine Coon Mix,Torbie
24013,A701948,2015-05-31,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
24014,A697820,2015-03-01,Return_to_owner,Dog,Neutered Male,8 years,German Shepherd/Chow Chow,Brown
24015,A693913,2015-02-13,Transfer,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Tan
24016,A678511,2015-08-18,Return_to_owner,Dog,Neutered Male,1 year,German Shepherd Mix,White
24017,A701475,2015-05-01,Return_to_owner,Dog,Spayed Female,9 years,Pug,Tan/Black
24018,A664021,2013-10-12,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
24019,A675499,2014-03-28,Return_to_owner,Dog,Intact Female,2 years,Border Collie Mix,Black/White
24020,A681283,2014-06-20,Adoption,Dog,Neutered Male,3 months,Cairn Terrier Mix,Brown
24021,A662774,2013-10-19,Adoption,Dog,Spayed Female,5 months,Labrador Retriever/German Shepherd,Brown/Black
24022,A685492,2014-08-17,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
24023,A684121,2014-07-19,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
24024,A656273,2013-11-18,Adoption,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Blue/White
24025,A694642,2015-02-27,Adoption,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
24026,A663210,2014-04-12,Adoption,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Black
24027,A680573,2014-06-10,Transfer,Dog,Spayed Female,1 year,Wire Hair Fox Terrier/Chihuahua Shorthair,Cream
24028,A668315,2013-12-13,Transfer,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Black/Tan
24029,A671391,2014-01-27,Adoption,Dog,Neutered Male,2 months,German Shepherd Mix,Brown/White
24030,A701009,2015-05-27,Transfer,Dog,Intact Female,2 years,Labrador Retriever Mix,Black
24031,A694866,2015-01-08,Return_to_owner,Dog,Spayed Female,1 year,Cairn Terrier Mix,Tan/White
24032,A709751,2015-09-14,Died,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
24033,A706262,2015-07-05,Euthanasia,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby
24034,A673976,2014-03-21,Adoption,Dog,Neutered Male,5 months,Siberian Husky/Labrador Retriever,White/Brown
24035,A718692,2016-01-09,Adoption,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black
24036,A704331,2015-07-30,Adoption,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/White
24037,A713655,2015-10-21,Adoption,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,White/Tan
24038,A711007,2015-11-08,Adoption,Dog,Spayed Female,1 year,Staffordshire Mix,Brown/White
24039,A708533,2015-07-31,Transfer,Dog,Intact Male,3 weeks,Pit Bull Mix,Brown/White
24040,A697089,2015-03-01,Transfer,Dog,Neutered Male,5 years,Beagle Mix,Tricolor
24041,A692471,2014-12-01,Transfer,Dog,Neutered Male,2 years,Maltese/Shih Tzu,White
24042,A670596,2014-01-12,Return_to_owner,Dog,Spayed Female,4 years,Labrador Retriever,Yellow
24043,A708513,2015-08-01,Adoption,Dog,Spayed Female,3 months,Dachshund Mix,White/Brown
24044,A706973,2015-07-08,Return_to_owner,Dog,Spayed Female,3 years,Lhasa Apso Mix,Brown/Gray
24045,A712338,2015-09-27,Adoption,Dog,Neutered Male,5 months,Harrier Mix,Tricolor
24046,A681067,2014-10-14,Euthanasia,Dog,Spayed Female,3 years,Staffordshire Mix,Fawn
24047,A696736,2015-02-11,Return_to_owner,Dog,Spayed Female,5 years,Norwich Terrier Mix,Red/White
24048,A689052,2014-09-28,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Orange Tabby
24049,A665990,2013-11-02,Return_to_owner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan/White
24050,A719825,2016-02-02,Adoption,Dog,Spayed Female,3 months,Chihuahua Shorthair/Jack Russell Terrier,Red/White
24051,A718577,2016-01-05,Return_to_owner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black/White
24052,A682287,2014-06-30,Return_to_owner,Cat,Intact Male,5 years,Domestic Medium Hair Mix,Black
24053,A702496,2015-05-18,Adoption,Dog,Neutered Male,8 months,Basset Hound Mix,Black/White
24054,A676218,2014-05-08,Adoption,Dog,Spayed Female,2 years,Jack Russell Terrier/Pit Bull,White/Brown
24055,A675538,2014-04-09,Transfer,Dog,Neutered Male,6 months,Beagle,Orange/White
24056,A691864,2014-11-11,Return_to_owner,Dog,Neutered Male,8 years,Bernese Mountain Dog Mix,Tricolor
24057,A702504,2015-05-14,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico
24058,A710517,2015-10-20,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
24059,A720371,2016-02-15,Transfer,Dog,Neutered Male,4 months,Anatol Shepherd/Labrador Retriever,Buff
24060,A680053,2014-06-09,Adoption,Dog,Spayed Female,8 years,Cocker Spaniel Mix,White/Liver
24061,A678245,2014-05-15,Transfer,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Gold
24062,A702174,2015-07-28,Adoption,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black
24063,A683022,2014-07-06,Return_to_owner,Dog,Spayed Female,13 years,Great Pyrenees Mix,White
24064,A690109,2014-11-15,Transfer,Dog,Neutered Male,5 years,Pug,Brown/Black
24065,A707310,2015-08-13,Transfer,Dog,Neutered Male,5 months,Chihuahua Longhair Mix,Brown
24066,A709667,2015-08-12,Transfer,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White
24067,A695213,2015-01-19,Adoption,Dog,Neutered Male,1 year,Siberian Husky Mix,White
24068,A679767,2014-05-29,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
24069,A693315,2014-12-07,Adoption,Dog,Spayed Female,6 months,Chihuahua Shorthair/Yorkshire Terrier,Black/Brown
24070,A674944,2014-05-06,Adoption,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico
24071,A689674,2014-10-12,Adoption,Dog,Spayed Female,1 year,Alaskan Malamute/Akita,Brown/Black
24072,A663386,2013-12-02,Transfer,Dog,Neutered Male,4 years,Chow Chow,Blue
24073,A711339,2015-09-10,Euthanasia,Dog,Spayed Female,2 years,Rottweiler,Black/Brown
24074,A671526,2014-02-01,Adoption,Dog,Spayed Female,12 years,Labrador Retriever Mix,Yellow
24075,A620222,2015-10-18,Adoption,Dog,Spayed Female,4 years,Collie Rough Mix,Tan/Black
24076,A700046,2015-04-09,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Black
24077,A683408,2014-07-10,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
24078,A680516,2014-06-06,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
24079,A710897,2015-09-04,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
24080,A711724,2015-09-11,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
24081,A676859,2014-04-18,Return_to_owner,Dog,Neutered Male,1 year,Flat Coat Retriever Mix,Black/White
24082,A708327,2015-08-08,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue/White
24083,A717916,2015-12-26,Return_to_owner,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tricolor
24084,A711169,2015-09-03,Return_to_owner,Dog,Intact Female,2 years,American Pit Bull Terrier Mix,Fawn/White
24085,A681720,2014-06-21,Return_to_owner,Dog,Spayed Female,1 year,Pit Bull/Boxer,Brown Brindle/White
24086,A685447,2014-08-08,Return_to_owner,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black/White
24087,A408035,2014-12-27,Return_to_owner,Dog,Spayed Female,12 years,Pit Bull Mix,Brown Brindle
24088,A677994,2014-07-29,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
24089,A663986,2013-10-02,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
24090,A683712,2014-07-21,Transfer,Dog,Spayed Female,10 months,Dachshund Wirehair/Chihuahua Longhair,Gray/White
24091,A648065,2015-05-24,Euthanasia,Dog,Neutered Male,3 years,Basset Hound Mix,White/Brown
24092,A703494,2015-06-03,Euthanasia,Cat,Intact Female,1 month,Domestic Longhair Mix,Black
24093,A691862,2014-11-11,Return_to_owner,Dog,Neutered Male,1 year,Pit Bull Mix,White/Tan
24094,A684531,2014-08-02,Transfer,Dog,Intact Male,7 months,Chow Chow/Australian Cattle Dog,White/Red
24095,A700776,2015-04-19,Euthanasia,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
24096,A708720,2015-09-03,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
24097,A680286,2014-06-01,Return_to_owner,Dog,Neutered Male,6 years,Miniature Schnauzer,Gray
24098,A675977,2014-04-03,Return_to_owner,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown
24099,A682579,2014-07-23,Transfer,Dog,Intact Male,1 month,Miniature Poodle Mix,Black/White
24100,A695946,2015-02-15,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
24101,A689110,2014-09-30,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
24102,A672237,2014-02-24,Adoption,Dog,Spayed Female,2 months,Boxer/Catahoula,Red/White
24103,A545780,2013-12-17,Return_to_owner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby/White
24104,A705583,2015-06-20,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
24105,A709825,2015-08-15,Euthanasia,Dog,Intact Male,5 years,Pit Bull/Chinese Sharpei,Tan/White
24106,A720427,2016-02-14,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Calico
24107,A613821,2014-09-12,Adoption,Dog,Spayed Female,5 years,Pit Bull Mix,Tan/White
24108,A716970,2015-12-06,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tricolor
24109,A674469,2014-03-25,Return_to_owner,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White
24110,A668246,2013-12-08,Transfer,Dog,Intact Female,2 years,Pit Bull Mix,Tan/White
24111,A687037,2015-08-17,Return_to_owner,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Orange Tabby
24112,A709749,2015-09-22,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
24113,A678088,2014-06-24,Adoption,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Orange Tabby/White
24114,A699713,2015-04-02,Transfer,Cat,Intact Male,8 months,Domestic Shorthair Mix,Cream Tabby
24115,A704438,2015-06-05,Return_to_owner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/Tan
24116,A509228,2014-04-10,Return_to_owner,Dog,Neutered Male,8 years,Pit Bull,Blue/White
24117,A677773,2014-04-29,Transfer,Cat,Intact Female,6 days,Domestic Shorthair Mix,Orange Tabby
24118,A682672,2014-07-01,Return_to_owner,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan
24119,A656608,2015-09-03,Transfer,Dog,Neutered Male,2 years,Dachshund/Chihuahua Shorthair,Brown/White
24120,A683114,2014-08-23,Transfer,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Orange Tabby
24121,A679916,2014-06-11,Adoption,Dog,Neutered Male,3 years,German Shepherd Mix,Brown/Black
24122,A718646,2016-01-21,Adoption,Dog,Spayed Female,7 years,Jack Russell Terrier Mix,White/Brown
24123,A692608,2015-03-01,Transfer,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
24124,A664058,2015-06-01,Adoption,Dog,Neutered Male,2 years,Labrador Retriever/Pit Bull,Black/White
24125,A702743,2015-06-24,Adoption,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black/White
24126,A689480,2014-10-10,Transfer,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Calico
24127,A720862,2016-02-16,Return_to_owner,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black/White
24128,A695579,2015-01-31,Adoption,Dog,Spayed Female,4 years,American Staffordshire Terrier,Brown/White
24129,A686225,2014-09-06,Adoption,Dog,Neutered Male,6 months,Labrador Retriever/Dalmatian,White/Brown
24130,A677306,2014-09-23,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby
24131,A683996,2014-07-25,Transfer,Dog,Neutered Male,7 months,Labrador Retriever,Yellow
24132,A704806,2015-06-09,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby
24133,A704952,2015-08-11,Transfer,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Brown Tabby
24134,A623449,2014-01-05,Adoption,Dog,Neutered Male,5 years,Pointer/Chinese Sharpei,White/Brown
24135,A706993,2015-07-15,Adoption,Dog,Neutered Male,1 year,Dachshund Mix,Brown
24136,A705590,2015-06-27,Adoption,Dog,Neutered Male,2 months,Australian Shepherd/Labrador Retriever,Black Brindle
24137,A688313,2014-10-28,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
24138,A702652,2015-05-21,Adoption,Dog,Spayed Female,7 years,Maltese Mix,White
24139,A694517,2015-01-03,Adoption,Dog,Neutered Male,1 year,Beagle/Labrador Retriever,Black/White
24140,A706229,2015-06-26,Euthanasia,Dog,Neutered Male,15 years,Labrador Retriever Mix,Black/White
24141,A707208,2015-07-19,Return_to_owner,Dog,Intact Female,1 year,Boxer Mix,Brown/White
24142,A713201,2015-10-07,Adoption,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Black/White
24143,A707105,2015-07-31,Adoption,Dog,Spayed Female,8 years,Rat Terrier Mix,White/Black
24144,A667850,2013-12-24,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White
24145,A714098,2015-10-23,Adoption,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black/White
24146,A676636,2014-04-16,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
24147,A705242,2015-06-23,Transfer,Cat,Neutered Male,2 years,Domestic Longhair Mix,Orange Tabby
24148,A658546,2013-11-06,Died,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
24149,A693414,2014-12-20,Adoption,Dog,Spayed Female,10 months,Carolina Dog Mix,Tan/Black
24150,A687418,2014-09-04,Transfer,Cat,Intact Female,2 days,Domestic Shorthair Mix,Calico
24151,A667962,2013-11-27,Transfer,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Tortie
24152,A705976,2015-08-01,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
24153,A629810,2015-09-18,Return_to_owner,Dog,Neutered Male,8 years,Miniature Schnauzer,Black/Tan
24154,A685734,2014-08-17,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown/White
24155,A594904,2014-07-08,Euthanasia,Dog,Neutered Male,5 years,Australian Shepherd/Chow Chow,Black/Brown
24156,A669391,2013-12-20,Return_to_owner,Dog,Intact Male,2 years,Miniature Schnauzer Mix,White
24157,A717079,2015-12-02,Return_to_owner,Dog,Spayed Female,3 years,Black Mouth Cur Mix,Brown/Black
24158,A701717,2015-05-04,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
24159,A658783,2016-01-16,Transfer,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown/White
24160,A664338,2013-12-24,Transfer,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
24161,A684150,2014-09-15,Return_to_owner,Dog,Spayed Female,1 year,Pit Bull Mix,White/Black
24162,A716961,2015-12-01,Euthanasia,Dog,Intact Female,4 weeks,Chihuahua Longhair Mix,Tan
24163,A679130,2014-05-21,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue/White
24164,A580469,2013-11-27,Return_to_owner,Dog,Neutered Male,12 years,Labrador Retriever Mix,Yellow
24165,A681294,2014-06-26,Transfer,Dog,Neutered Male,6 months,American Staffordshire Terrier Mix,Brown/White
24166,A251214,2014-09-04,Return_to_owner,Dog,Neutered Male,12 years,German Shepherd Mix,Cream
24167,A679592,2014-07-12,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
24168,A686746,2014-08-26,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
24169,A685147,2014-09-08,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White
24170,A700597,2015-04-25,Adoption,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Tan
